unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_door_mca_shutter_613,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,shutter,a geometric wood shuttered opening,wood,Large,VeryGood,31200,199,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mca_screen_614,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,screen,a shell teak screen door,teak,Large,Good,33000,210,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mca_lattice_gate_615,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,gate,a rosette cedar lattice gate,cedar,VeryLarge,Standard,34800,221,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mca_courtyard_gate_616,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,gate,a braided teak courtyard gate,teak,VeryLarge,Poor,36600,232,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mca_warehouse_gate_617,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,gate,a leaf-scroll wrought iron warehouse gate,wrought iron,VeryLarge,Standard,38400,243,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mca_garden_gate_618,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,gate,a water-wave bronze garden gate,bronze,VeryLarge,Good,40200,254,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mca_grille_619,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mesoamerican colonial Indigenous,grille,a flower-head brass metal grille,brass,Large,Good,42000,265,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mca_strike_plate_620,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mesoamerican colonial Indigenous,strike plate,a reed pewter strike plate,pewter,Small,Standard,755,95,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mca_hinge_pair_621,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mesoamerican colonial Indigenous,hinges,a rosette wrought iron hinge pair,wrought iron,Small,VeryGood,840,103,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mca_keyring_622,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mesoamerican colonial Indigenous,keyring,a checker bronze keyring,bronze,Small,Good,925,111,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mca_escutcheon_623,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mesoamerican colonial Indigenous,escutcheon,a braided brass keyhole escutcheon,brass,Small,Standard,1010,119,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mca_warded_lock_624,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mesoamerican colonial Indigenous,lock,a radiating copper warded lock,copper,Small,Poor,1095,127,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mca_good_warded_lock_625,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mesoamerican colonial Indigenous,lock,a leaf-scroll pewter fine warded lock,pewter,Small,Standard,1180,135,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mca_master_warded_lock_626,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mesoamerican colonial Indigenous,lock,a sunburst wrought iron master warded lock,wrought iron,Small,Good,1265,143,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_and_panel_door_628,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Andean colonial Indigenous,door,a leaf-scroll teak door leaf,teak,Large,Standard,24000,111,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_and_braced_door_629,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Andean colonial Indigenous,door,a water-wave wood braced door,wood,Large,VeryGood,25800,122,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_and_lockable_door_630,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Andean colonial Indigenous,door,a flower-head oak lockable door,oak,Large,Good,27600,133,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Door behaviour is limited to the attached supported component profile."
