stable_reference	source_file	source_line	source_scope	kind	family	disposition	rationale	review_status
preindustrial_food_cabbage_and_leek_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	75	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_cabbage_with_mustard_seed	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	76	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_charred_cabbage_quarters	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	77	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_stuffed_cabbage_leaves	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	78	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_salted_cabbage_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	79	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_cabbage_and_onion_hash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	80	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_cabbage_heart_broth	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	81	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_braised_kale_greens	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	82	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_wilted_spinach_leaves	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	83	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_boiled_chard_with_garlic	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	84	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mustard_greens_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	85	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_turnip_greens_with_onions	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	86	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_beet_greens_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	87	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nettle_greens_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	88	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_sorrel_leaf_stew	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	89	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_dandelion_leaf_salad	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	90	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mallow_greens_broth	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	91	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_boiled_turnip_chunks	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	92	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mashed_turnips	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	93	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_roasted_turnip_wedges	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	94	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_vinegar_glazed_turnips	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	95	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_turnips_with_herbs	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	96	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_turnip_and_onion_hash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	97	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_turnip_and_leek_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	98	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_turnip_with_wilted_greens	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	99	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_hollowed_stuffed_turnip	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	100	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_charred_baby_turnips	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	101	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_boiled_parsnip_batons	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	102	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mashed_parsnips	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	103	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honeyed_roast_parsnips	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	104	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_parsnip_and_onion_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	105	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_parsnip_herb_cakes	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	106	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_parsnip_and_cabbage_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	107	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_parsnip_with_lentils	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	108	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_vinegar_dressed_parsnips	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	109	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_charred_parsnip_roots	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	110	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_parsnip_and_leek_hash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	111	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_boiled_carrot_rounds	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	112	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_roasted_carrots_with_herbs	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	113	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_carrot_and_onion_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	114	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_vinegar_carrot_salad	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	115	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_carrot_and_cabbage_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	116	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_carrot_with_peas	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	117	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_glazed_carrots	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	118	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_charred_carrot_roots	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	119	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_carrot_and_lentil_mash	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	120	Shared	Prepared	Pulse	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_stuffed_braised_carrots	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	121	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_boiled_beetroot_wedges	DatabaseSeeder/Seeders/FoodCatalogue/Shared/pulse-vegetable.food-items.tsv	122	Shared	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
