unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_jewellery_rse_bracelet_516,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,bracelet,a geometric quartz bracelet,quartz,Tiny,Standard,83,53,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Bracelet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_armlet_517,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,armlet,a cloud faience armlet,faience,Tiny,VeryGood,90,62,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Armlet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_anklet_518,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,anklet,a shell pewter anklet,pewter,Tiny,Good,20,71,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_earrings_519,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,earrings,a reed copper earrings,copper,Tiny,Standard,27,80,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_brooch_520,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,brooch,a rosette bronze brooch,bronze,Tiny,Poor,34,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Brooch; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_pin_521,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,pin,a checker silver pin,silver,Tiny,Standard,41,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_hairpin_522,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,hairpin,a braided gold hairpin,gold,Tiny,Good,48,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_circlet_523,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,circlet,a radiating brass circlet,brass,Tiny,Good,55,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_diadem_524,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,diadem,a leaf-scroll glass diadem,glass,Tiny,Standard,62,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Diadem; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_waist_chain_525,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,waist chain,a sunburst bone waist chain,bone,Tiny,VeryGood,69,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_belt_ornament_526,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,belt ornament,a water-wave shell belt ornament,shell,Tiny,Good,76,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_badge_527,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,badge,a knotted ivory badge,ivory,Tiny,Standard,83,152,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_temple_ring_528,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,temple ring,a flower-head pearl temple ring,pearl,Tiny,Poor,90,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_torc_529,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,torc,a star amber torc,amber,Tiny,Standard,20,17,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_wreath_530,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Red Sea,wreath,a bird coral wreath,coral,Tiny,Good,27,26,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_prayer_beads_531,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Red Sea,prayer bead strand,a vine garnet prayer bead strand,garnet,Tiny,Good,34,35,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_devotional_medal_532,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Red Sea,devotional medal,a geometric agate devotional medal,agate,Tiny,Standard,41,44,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_devotional_badge_533,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Red Sea,devotional badge,a cloud carnelian devotional badge,carnelian,Tiny,VeryGood,48,53,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_prayer_cord_534,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Red Sea,prayer cord,a shell linen prayer cord,linen,Tiny,Good,55,62,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Red Sea,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Jewellery and devotional work,Weaving,Renaissance personal devotional catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_rse_votive_token_535,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Red Sea,votive token,a reed turquoise votive token,turquoise,Small,Standard,62,71,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Red Sea,Holdable; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance institutional devotional catalogue; culture admission Red Sea; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
