unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_door_nac_lockable_door_633,Renaissance,Renaissance,"Doors, locks & gates",door or gate,North American Contact,door,a bird wood lockable door,wood,Large,Standard,33000,166,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission North American Contact; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_nac_master_warded_lock_634,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,lock,a star copper master warded lock,copper,Small,Good,500,55,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_warded_key_635,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,key,a bird pewter warded key,pewter,Small,Good,585,63,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_ring_key_636,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,key,a vine wrought iron ring bow key,wrought iron,Small,Standard,670,71,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_door_latch_637,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,latch,a geometric bronze door latch,bronze,Small,VeryGood,755,79,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_gate_dropbar_638,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,drop bar,a cloud brass gate drop bar,brass,Small,Good,840,87,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Latch_Gate_DropBar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_door_bar_639,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,bar,a shell copper door bar,copper,Small,Standard,925,95,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Latch_Door_Bar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_portcullis_pawl_640,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,pawl,a reed pewter winch pawl,pewter,Small,Poor,1010,103,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Latch_Portcullis_Pawl,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_hasp_641,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,hasp,a rosette wrought iron iron hasp,wrought iron,Small,Standard,1095,111,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Latch_Container_Hasp,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_hook_latch_642,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,hook latch,a checker bronze hook latch,bronze,Small,Good,1180,119,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Latch_Container_Hook,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_strike_plate_643,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,strike plate,a braided brass strike plate,brass,Small,Good,1265,127,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_nac_hinge_pair_644,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,North American Contact,hinges,a radiating copper hinge pair,copper,Small,Standard,1350,135,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / North American Contact,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission North American Contact; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_col_panel_door_645,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Colonial Atlantic,door,a cloud pine door leaf,pine,Large,VeryGood,54600,45,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Colonial Atlantic,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Colonial Atlantic; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_col_braced_door_646,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Colonial Atlantic,door,a reed cedar braced door,cedar,Large,Good,56400,56,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Colonial Atlantic,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Colonial Atlantic; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_col_lockable_door_647,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Colonial Atlantic,door,a checker teak lockable door,teak,Large,Standard,24000,67,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Colonial Atlantic,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Colonial Atlantic; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_col_secure_door_648,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Colonial Atlantic,door,a radiating wood secure door,wood,Large,Poor,25800,78,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Colonial Atlantic,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Colonial Atlantic; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_col_shutter_649,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Colonial Atlantic,shutter,a sunburst oak shuttered opening,oak,Large,Standard,27600,89,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Colonial Atlantic,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Colonial Atlantic; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_col_screen_650,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Colonial Atlantic,screen,a knotted cedar screen door,cedar,Large,Good,29400,100,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Colonial Atlantic,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Colonial Atlantic; availability Renaissance. Door behaviour is limited to the attached supported component profile."
