category,unique_reference,sdesc,noun,material,size,quality,weight_g,cost,components,tags,morph,notes,fdesc
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_pearl_forehead_ornament,a pearl forehead ornament,ornament,pearl,VerySmall,VeryGood,30.0,240.0m,Holdable; Wear_Forehead_Ornament; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Forehead Ornaments; Market / Jewellery / Court Jewellery,,,"A pearl forehead ornament is more about framing and status than bulk. The construction avoids armour-like coverage, keeping the ornament open, visible, and unmistakably decorative. The worked parts of the pearl forehead ornament are decorative, but none suggest a moving catch or concealed compartment. The pearl forehead ornament carries value through visible material and workmanship, not through hidden mechanism."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_silk_ribbon_chaplet,a silk ribbon chaplet,chaplet,silk,VerySmall,Standard,22.0,18.0m,Holdable; Wear_Chaplet; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Chaplets; Market / Jewellery / Festival Jewellery,,,"A silk ribbon chaplet is gathered from silk cord with a soft light across its twist, the stems tucked back through the binding instead of hidden under a clasp. Small irregularities show where fingers have hurried the work, leaving some petals proud and others pressed down. The worked parts of the silk ribbon chaplet are decorative, but none suggest a moving catch or concealed compartment. The silk ribbon chaplet carries value through visible material and workmanship, not through hidden mechanism."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_fresh_flower_chaplet,a fresh flower chaplet,chaplet,fresh flower,VerySmall,Standard,30.0,3.0m,Holdable; Wear_Chaplet; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Chaplets; Market / Jewellery / Festival Jewellery,,,"The piece is light and pliant, built from fresh flowers still full in the petals and green at the stems rather than metal or stone. Its best-looking blossoms and leaves have been turned outward, while the knots and small crushed places hide nearer the wearer. Rubbing has brightened the exposed parts of the fresh flower chaplet without making it look neglected. The piece would signal festival taste while remaining straightforward jewellery."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_woven_straw_chaplet,a woven straw chaplet,chaplet,straw,VerySmall,Standard,16.0,1.0m,Holdable; Wear_Chaplet; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Chaplets; Market / Jewellery / Ephemeral Jewellery,,,"A woven straw chaplet has the slightly fragile look of festival jewellery, all colour, stem, and soft pressure. The maker has used the natural bends of the material rather than forcing it into a perfect circle. Close inspection of the woven straw chaplet shows small tool marks rather than cast-perfect smoothness. The woven straw chaplet feels selected for appearance first, with practical wearing kept secondary."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_laurel_festival_wreath,a laurel festival wreath,wreath,laurel,VerySmall,Standard,35.0,4.0m,Holdable; Wear_Wreath; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Festival Jewellery,,,"The piece is light and pliant, built from laurel leaves laid in a clean repeating line rather than metal or stone. Its best-looking blossoms and leaves have been turned outward, while the knots and small crushed places hide nearer the wearer. The worked parts of the laurel festival wreath are decorative, but none suggest a moving catch or concealed compartment. The laurel festival wreath reads as festival adornment rather than a tool, charm, or container."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_ivy_head_wreath,an ivy head wreath,wreath,ivy,VerySmall,Standard,34.0,3.0m,Holdable; Wear_Wreath; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Festival Jewellery,,,"An ivy head wreath has the slightly fragile look of festival jewellery, all colour, stem, and soft pressure. The maker has used the natural bends of the material rather than forcing it into a perfect circle. The worked parts of the ivy head wreath are decorative, but none suggest a moving catch or concealed compartment. The ivy head wreath leaves room for local marks or motifs without needing a different base object."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_fresh_blossom_head_garland,a fresh blossom head garland,garland,blossom,VerySmall,Standard,32.0,4.0m,Holdable; Wear_Head_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Garlands; Market / Jewellery / Festival Jewellery,,,"A fresh blossom head garland has the slightly fragile look of festival jewellery, all colour, stem, and soft pressure. The maker has used the natural bends of the material rather than forcing it into a perfect circle. The hidden side of the fresh blossom head garland is plainer, so attention stays on a flexible line made to settle into hair or a veil and the visible finish. The fresh blossom head garland feels selected for appearance first, with practical wearing kept secondary."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_jasmine_head_garland,a jasmine head garland,garland,jasmine,VerySmall,Standard,28.0,5.0m,Holdable; Wear_Head_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Garlands; Market / Jewellery / Festival Jewellery,,,"A jasmine head garland is gathered from jasmine flowers strung in small pale stars, the stems tucked back through the binding instead of hidden under a clasp. Small irregularities show where fingers have hurried the work, leaving some petals proud and others pressed down. Close inspection of the jasmine head garland shows small tool marks rather than cast-perfect smoothness. The jasmine head garland reads as festival adornment rather than a tool, charm, or container."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_marigold_head_garland,a marigold head garland,garland,marigold,VerySmall,Standard,34.0,5.0m,Holdable; Wear_Head_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Garlands; Market / Jewellery / Festival Jewellery,,,"The piece is light and pliant, built from marigold heads crowded in warm ruffled knots rather than metal or stone. Its best-looking blossoms and leaves have been turned outward, while the knots and small crushed places hide nearer the wearer. Small handling marks cross the marigold head garland unevenly, especially where it would brush cloth or skin. The marigold head garland feels selected for appearance first, with practical wearing kept secondary."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_flower_head_garland,a $flower head garland,garland,fresh flower,VerySmall,Standard,32.0,4.0m,Holdable; Wear_Head_Garland; Destroyable_Clothing; Variable_Flower,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Garlands; Market / Jewellery / Festival Jewellery,,,"A $flower head garland is gathered from fresh flowers still full in the petals and green at the stems, the stems tucked back through the binding instead of hidden under a clasp. Small irregularities show where fingers have hurried the work, leaving some petals proud and others pressed down. Small handling marks cross the $flower head garland unevenly, especially where it would brush cloth or skin. The $flower head garland feels selected for appearance first, with practical wearing kept secondary."
"Head ornaments, hair ornaments, circlets, wreaths, and garlands",medieval_jewellery_head_dried_flower_wreath,a dried flower wreath,wreath,dried flower,VerySmall,Standard,24.0,1.0m,Holdable; Wear_Wreath; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Ephemeral Jewellery,,,"A dried flower wreath is gathered from dried flowers papery at the edges and brittle along the stems, the stems tucked back through the binding instead of hidden under a clasp. Small irregularities show where fingers have hurried the work, leaving some petals proud and others pressed down. Rubbing has brightened the exposed parts of the dried flower wreath without making it look neglected. The dried flower wreath reads as temporary festival adornment rather than a tool, charm, or container."
"Waist ornaments, belt plaques, hanging ornaments, and court chains",medieval_jewellery_waist_bronze_waist_chain,a bronze waist chain,chain,bronze,VerySmall,Standard,110.0,60.0m,Holdable; Wear_Waist_Chain; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery,,,"A bronze waist chain reads as jewellery, not as a carrying belt. The pieces are decorative and visible, with no hardware that would suggest hidden storage or load-bearing use. Rubbing has brightened the exposed parts of the bronze waist chain without making it look neglected. The bronze waist chain carries value through visible material and workmanship, not through hidden mechanism."
"Waist ornaments, belt plaques, hanging ornaments, and court chains",medieval_jewellery_waist_silver_waist_chain,a silver waist chain,chain,silver,VerySmall,Good,95.0,180.0m,Holdable; Wear_Waist_Chain; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Luxury Jewellery,,,"A silver waist chain reads as jewellery, not as a carrying belt. The pieces are decorative and visible, with no hardware that would suggest hidden storage or load-bearing use. Fine wear gathers around the chain's highest places, leaving small plates or links spaced to move against the garment easier to pick out. The silver waist chain reads as wealthy adornment rather than a tool, charm, or container."
"Waist ornaments, belt plaques, hanging ornaments, and court chains",medieval_jewellery_waist_gold_waist_chain,a gold waist chain,chain,gold,VerySmall,Good,110.0,620.0m,Holdable; Wear_Waist_Chain; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Noble Jewellery,,,"A gold waist chain reads as jewellery, not as a carrying belt. The pieces are decorative and visible, with no hardware that would suggest hidden storage or load-bearing use. Fine wear gathers around the chain's highest places, leaving small plates or links spaced to move against the garment easier to pick out. The piece would signal noble taste while remaining straightforward jewellery."
