StableReference	PhysicalKind	Family	Admissions	Concept	Ownership	Material	LiquidDependency	Components	Tags	IngredientProfile	NutritionProfile	DietaryProfile	FreshnessProfile	HealthBindings	ProductionRoute	FailureFamily	EvidenceRoute	Rationale	ReviewState
industrialised_food_non_alcoholic_010	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	standardised flavoured milk (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_010		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_010	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrialised_food_non_alcoholic_010	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_011	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	institutional carbonated mineral water (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_011		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_011	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrialised_food_non_alcoholic_011	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_non_alcoholic_012	Liquid	non-alcoholic-drinks	industrial;modern;nuclear;information	institutional fruit cordial (industrialised form)	food-and-drink		same-graph:industrialised_food_non_alcoholic_012		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_non_alcoholic_012	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrialised_food_non_alcoholic_012	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_non_alcoholic_001	Liquid	non-alcoholic-drinks	industrial	standardised carbonated mineral water (industrial form)	food-and-drink		same-graph:industrial_food_non_alcoholic_001		Food and Drink;Era / Industrial Era	ingredient_industrial_food_non_alcoholic_001	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrial_food_non_alcoholic_001	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_non_alcoholic_002	Liquid	non-alcoholic-drinks	industrial	standardised fruit cordial (industrial form)	food-and-drink		same-graph:industrial_food_non_alcoholic_002		Food and Drink;Era / Industrial Era	ingredient_industrial_food_non_alcoholic_002	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_industrial_food_non_alcoholic_002	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_non_alcoholic_001	Liquid	non-alcoholic-drinks	modern	standardised carbonated mineral water (modern form)	food-and-drink		same-graph:modern_food_non_alcoholic_001		Food and Drink;Era / Modern Era	ingredient_modern_food_non_alcoholic_001	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_modern_food_non_alcoholic_001	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_non_alcoholic_002	Liquid	non-alcoholic-drinks	modern	standardised fruit cordial (modern form)	food-and-drink		same-graph:modern_food_non_alcoholic_002		Food and Drink;Era / Modern Era	ingredient_modern_food_non_alcoholic_002	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_modern_food_non_alcoholic_002	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_non_alcoholic_003	Liquid	non-alcoholic-drinks	modern	standardised pasteurised fruit juice (modern form)	food-and-drink		same-graph:modern_food_non_alcoholic_003		Food and Drink;Era / Modern Era	ingredient_modern_food_non_alcoholic_003	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_modern_food_non_alcoholic_003	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_non_alcoholic_004	Liquid	non-alcoholic-drinks	modern	standardised malted milk drink (modern form)	food-and-drink		same-graph:modern_food_non_alcoholic_004		Food and Drink;Era / Modern Era	ingredient_modern_food_non_alcoholic_004	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_modern_food_non_alcoholic_004	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_non_alcoholic_001	Liquid	non-alcoholic-drinks	nuclear	standardised carbonated mineral water (nuclear form)	food-and-drink		same-graph:nuclear_food_non_alcoholic_001		Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_non_alcoholic_001	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_nuclear_food_non_alcoholic_001	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_non_alcoholic_002	Liquid	non-alcoholic-drinks	nuclear	standardised fruit cordial (nuclear form)	food-and-drink		same-graph:nuclear_food_non_alcoholic_002		Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_non_alcoholic_002	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_nuclear_food_non_alcoholic_002	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_non_alcoholic_001	Liquid	non-alcoholic-drinks	information	standardised carbonated mineral water (information form)	food-and-drink		same-graph:information_food_non_alcoholic_001		Food and Drink;Era / Information Age Era	ingredient_information_food_non_alcoholic_001	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_information_food_non_alcoholic_001	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_non_alcoholic_002	Liquid	non-alcoholic-drinks	information	standardised fruit cordial (information form)	food-and-drink		same-graph:information_food_non_alcoholic_002		Food and Drink;Era / Information Age Era	ingredient_information_food_non_alcoholic_002	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_information_food_non_alcoholic_002	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_non_alcoholic_003	Liquid	non-alcoholic-drinks	information	standardised pasteurised fruit juice (information form)	food-and-drink		same-graph:information_food_non_alcoholic_003		Food and Drink;Era / Information Age Era	ingredient_information_food_non_alcoholic_003	nutrition_non-alcoholic-drinks	dietary_non-alcoholic-drinks	freshness_chilled		route_information_food_non_alcoholic_003	failure_food_unusable	evidence_non-alcoholic-drinks	New liquid identities with exact hydration, nutrition and later freshness contracts. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_stimulant_001	Liquid	stimulant-infusions	industrial;modern;nuclear;information	standardised black tea infusion (industrialised form)	food-and-drink		same-graph:industrialised_food_stimulant_001		Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_stimulant_001	nutrition_stimulant-infusions	dietary_stimulant-infusions	freshness_chilled	Dietary Caffeine	route_industrialised_food_stimulant_001	failure_food_unusable	evidence_stimulant-infusions	Caffeine-bearing drinks and intermediates with explicit dose evidence and no culture inferred from technology profile. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
